"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"A1BG",15.6354417339199,-0.486624863687552,0.6526146785763,-0.745654181038557,0.455876344151591,0.630703997937763
"A1BG-AS1",8.03879981519509,-0.00432877318843046,0.74364349413578,-0.00582103282361276,0.995355514011416,0.99735657197329
"A2M",1114.50237270816,0.187051683808222,0.534535457756436,0.349933163635802,0.726388857636388,0.840149213595177
"A2M-AS1",16.5462224243673,-2.13077154353416,0.64020196192864,-3.32828024630713,0.000873839146216155,0.00550629138233954
"A4GALT",492.085708684434,-0.65660362090284,0.267687779605837,-2.45287110928139,0.0141721108992224,0.0506926459348172
"AAAS",719.269378155873,-0.958697994306644,0.225708547070272,-4.24750416743485,2.16165145372401e-05,0.000256226580721629
"AAAS_1",65.3511768464929,-0.983332382351172,0.34837764673174,-2.8226046980229,0.0047635265592559,0.0215445628251802
"AACS",1065.53204536678,-0.00486977912085386,0.220158401928834,-0.0221194334542273,0.98235268461328,0.990159502999578
"AADAC",23.3543625148811,2.50138042366056,0.583407447911699,4.28753597955292,1.80666001245206e-05,0.000221603225416913
"AADACP1",77.3372178912479,1.14886696309609,0.382710833454756,3.00191910619615,0.00268283457139871,0.0136343507750641
"AADAT",51.2947265426556,-0.501882307998244,0.35751950125643,-1.40379002050092,0.160381386539749,0.315406951586928
"AAGAB",1643.57381879968,0.226375011826151,0.146329448927387,1.54702292317443,0.121857718152534,0.259364906827105
"AAK1",5891.91153745439,0.314846536658411,0.25121710442236,1.25328463355375,0.21010213869764,0.380051093590004
"AAMDC",347.476086449085,0.0661533026461762,0.185111802999187,0.357369446865939,0.720815246477895,0.836116226473053
"AAMP",2162.9563917769,0.427734576110588,0.195348258962998,2.18960014479375,0.0285532485153729,0.086939986258711
"AAR2",1174.04583865675,0.458397772498051,0.204985669477042,2.23624301965846,0.0253358566478849,0.0791479362682471
"AARD",1.23183931138439,-0.705058636847337,2.48021432620753,-0.284273270014304,0.776200968936425,NA
"AARS1",5288.17367908952,0.783917809115712,0.365748522699445,2.14332460820327,0.0320870421820514,0.0950977094982189
"AARS2",520.491054201002,-0.292957898211215,0.225340133788562,-1.30006978022876,0.193577053976872,0.359221494552976
"AARSD1",5.75961336447511,-0.170797154480352,0.776556756207998,-0.219941624504526,0.825916618270202,0.901292646285997
"AASDH",259.8752351702,-0.542665664536382,0.184328016813352,-2.94402160842364,0.0032397737893559,0.0158044348019785
"AASDHPPT",1241.57503960099,-0.214084978976618,0.168101063389581,-1.27354922485212,0.202823216713266,0.370790162241509
"AASS",1095.52331699589,-1.24981863735973,0.277999331986907,-4.49576129707606,6.9321470347689e-06,9.78304037676123e-05
"AATBC",18.1922321281815,-2.04546111390079,0.703236330062903,-2.90863970824407,0.00363004941531465,0.0172873595436856
