"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ABCC2",59.2646388243006,0.61773746086163,0.276752616965011,2.23209257291225,0.0256088452103102,0.0601393824150021
"ABCC3",13.4149901021335,1.10073815275532,0.4784199504966,2.3007781168255,0.0214041759823262,0.0515608092209292
"ABCC4",2297.65521551529,0.779358309082017,0.190177816856329,4.09805056112715,4.16644284156818e-05,0.00021494703359909
"ABCC5",649.865414306673,-0.306708159665054,0.103291702773863,-2.96933975748789,0.00298440420384803,0.00943887741861495
"ABCC6",10.3134542988926,-0.834731947373763,0.604033062802746,-1.38193088884996,0.166992922513885,0.280932298933642
"ABCC6_1",8.84844070355242,0.39700784641383,0.621220231548462,0.639077457964051,0.522772543600646,0.656484745622697
"ABCC6P1",2.01437792535205,-0.28878575650813,1.13331942121691,-0.254814089568892,0.798866692509936,0.87352887115546
"ABCC6P2",2.58154508502825,1.07642604198315,1.2597185298934,0.854497267793815,0.392829522621155,0.534544434124039
"ABCC6P2_1",1.01847545834662,0.377725050235388,1.72278528251862,0.219252540678299,0.826453329453657,NA
"ABCD1",440.974172888824,0.589692756915398,0.152334642916031,3.87103514753664,0.000108374163016721,0.000502916145607565
"ABCD3",1756.45919792061,-0.636316308866253,0.155624208573822,-4.08880028819174,4.33609962766625e-05,0.000222622510540151
"ABCD4",967.794298905127,-0.286779609272259,0.133225089062876,-2.15259461479447,0.0313505521440738,0.0713585534829888
"ABCE1",4939.22136849842,-0.702307194929229,0.170476682023869,-4.11966719783353,3.79420019698137e-05,0.000197567920578888
"ABCF1",503.181384035889,-0.163323036957123,0.11715903070247,-1.39402857788989,0.163308974993938,0.276061247777459
"ABCF1_1",217.106485241825,-0.194544553207561,0.138982798227888,-1.39977432954379,0.161580907274319,0.273712082816361
"ABCF1_2",154.526567770628,-0.317970725533309,0.146598984694278,-2.16898313584105,0.0300839642617854,0.0689775812386826
"ABCF1_3",517.194918918819,-0.21605634788096,0.110604382721607,-1.95341579207378,0.0507703464684899,0.106832686352515
"ABCF1_4",550.696281982753,-0.198144797454435,0.135436305342482,-1.46301094786498,0.143464383300657,0.249177217789635
"ABCF1_5",688.701827426745,-0.274873740865317,0.108627432323824,-2.53042656891589,0.0113923928599296,0.0301147176598754
"ABCF1_6",513.738940037716,-0.291380953302906,0.101617112153737,-2.86743981527515,0.00413807501373564,0.0125755879870722
"ABCF2",859.21875271217,-0.16842093463101,0.12348241637484,-1.36392645670097,0.172590713131514,0.28842579957534
"ABCF2-H2BK1",2.45032715926583,0.932752703286344,1.02949166917858,0.906032298474621,0.364918757269383,0.506231148284241
"ABCF3",1287.7544327123,-0.404738744797609,0.0987037088831367,-4.10054241504554,4.1218287692724e-05,0.000212785781843292
"ABCG1",518.872011296939,0.158094095120779,0.20492725230359,0.771464475044884,0.440431671376517,0.580299154524283
